timestamp,semestre,genero,turno,materias_dificiles,razones_reprobacion,preferencia_pasar,pagarias_rubrica,curso_interes,tipo_profesor,pago_justo,confianza_en_ayuda,red_social
2025-10-23 20:44:36,4°,Hombre,Vespertino,Historia / Sociales,,Pagar un curso extra,No,Programación de videojuegos,Hombre,$200–$400,"Que tenga un personaje animado que explique, Recomendaciones de amigos",YouTube
