fecha,semestre,genero,turno,materias,razones,pasar,pagarias,curso,profesor,pago,confianza,red
2025-10-25 18:42:19,4°,Mujer,Vespertino,Química / Biología;Artísticas,,Pagar un curso extra,Sí,Trucos y secretos de la IA,Hombre,$400–$600,,WhatsApp
